Date,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,RSI,Momentum,TR,ATR,SAR,CCI,SMA,WMA,HMA,ADX,WPR,pk,pslowD,peakheight
7/12/2000,0.016172836,0.013680069,0.022285042,-0.016760144,0.010752746,0.02710186,0.057787701,0.03815174,0.060624594,0.019048181,0.027934797,0.011049881,0.028013056,-0.010869716,0,57.62910129,-0.12106,0.242119,0.32232068,11.41983829,62.49054459,11.04668045,11.09496016,11.03284646,10.9167672,0.258064551,0.741935449,0.421568861,3.389064
7/14/2000,0.005524898,-0.035377802,0.016172836,0.013680069,0.002743497,-0.018996487,-0.013605617,0.002743497,0.033429338,0,0.010752746,0.019048181,0.027934797,-0.005509678,-0.038360932,52.23268159,-0.151324,0.12106,0.318684331,11.35736397,-21.72779309,11.06635265,11.07651303,10.98821161,10.36463069,0.612902641,0.387097359,0.526881953,3.056151
7/20/2000,0.043296788,-0.017544283,-0.025752505,-0.02510593,0.017094408,0.025752505,0,-0.00563384,-0.027856974,0.008658097,0.00563384,0.005602186,0.002743497,0,-0.020498507,49.25684626,-0.211854,0.453973,0.33589775,11.11477092,-91.88461384,10.99825675,10.88080022,10.6415872,14.15653795,0.6363635,0.3636365,0.127681062,2.783767
7/24/2000,0.01126777,-0.002828868,0.043296788,-0.017544283,0,-0.005571068,0.028330433,0.036988531,0.011236026,0.013793377,0.017094408,0.008658097,0.00563384,-0.008415138,-0.019635961,50.71079567,-0.181589,0.151324,0.324523381,11.046681,-46.23243837,10.9710184,10.83439411,10.56423889,13.13129291,0.472221636,0.527778364,0.262424071,2.874562
7/26/2000,0.038785998,-0.008438902,0.01126777,-0.002828868,0.032970062,0.049871848,0.032970062,0.027398994,0.061300495,0.016901786,0,0.013793377,0.017094408,-0.002797123,0,55.69828851,-0.181589,0.484238,0.326451227,10.229529,30.7649705,10.92864755,10.82834112,10.60589047,12.3742931,0.166666514,0.833333486,0.4852076,3.207475
8/7/2000,0.037850185,0.011940489,-0.011940489,0,0.017192375,0.034685506,0.040585252,0.046520011,0.049500651,0.002936774,0.011764792,0.005934759,0.011869623,0,-0.008862723,50.71144415,-0.211855,0.453973,0.309870188,10.86130872,-9.719870913,10.59573385,10.45103889,10.15280527,12.88777679,0.540540685,0.459459315,0.093779633,2.662707
8/14/2000,0.027702531,0.014144564,0.023055774,-0.01734145,0.024897469,0.022100345,0.039002132,0.04756142,0.039002132,0.008345006,0.011299601,0.002861244,0,-0.01126777,-0.01974675,58.84412697,0.877681,0.393443,0.304875654,10.11210068,121.7804678,10.5125054,10.52108038,10.52141039,11.85456173,0.108108494,0.891891506,0.507507534,3.146945
8/17/2000,0.002721101,0.030431057,-0.027702531,0.027702531,0.008163344,0.024692622,0.024692622,0.033060813,0.030263689,0.019257804,0.008298836,0.024897469,0.008345006,0,0,58.36985504,1.059271,0.090795,0.296898566,10.29503267,129.3382783,10.5927073,10.65496643,10.9329801,14.1030909,0.02777788,0.97222212,0.829837627,3.207475
8/21/2000,0.005571068,-0.027549972,0.002721101,0.030431057,0.0027359,0,0,0.016529278,0.016529278,0,0.008163344,0.019257804,0.008298836,-0.019364445,-0.027702531,53.52236905,0.302649,0.242119,0.297381824,10.46084707,75.76296639,10.6048132,10.70612845,11.07314315,13.21267494,0.25,0.75,0.861391703,2.965356
8/25/2000,0.010929024,0.025036086,-0.005618015,-0.008368191,0.013642741,0.019152419,0.030263689,0.019152419,0.010899244,0.016438702,0.01111127,0.013717601,0.0027359,0,0,57.59266328,0.363178,0.151324,0.293812956,10.70394755,99.21549603,10.66685625,10.82776456,11.05169206,11.4509913,0.038461685,0.961538315,0.705306593,3.207475
8/29/2000,0.022347296,-0.038785998,0.010929024,0.025036086,0.01111127,0,-0.005509678,0,0.01111127,0,0.013642741,0.016438702,0.01111127,-0.002797123,-0.022347296,53.32222977,0.181589,0.242119,0.298736018,10.713767,44.9021153,10.7304125,10.85730888,10.99718517,10.84244947,0.368420595,0.631579405,0.726692759,3.025886
9/5/2000,0.014184692,-0.005698044,-0.016901786,-0.01111127,0,0.01126777,0.014104663,0.008438902,-0.002797123,0,0.014104663,0.011236026,0.01111127,-0.014104663,-0.017143251,49.71284822,-0.151324,0.211855,0.281230793,11.10616914,-43.19896398,10.81818065,10.83165576,10.78104789,12.93121779,0.6363635,0.3636365,0.26953741,2.814032
9/13/2000,0.024162258,0.010929024,0.016620948,0.008415138,0.016043101,0.029611885,0.05171223,0.060127369,0.080042664,0.013568784,0.019364445,0.016760144,0.019915295,-0.002699068,-0.0027359,62.76887186,0.453973,0.272384,0.267497511,10.50191288,194.3986828,10.89989585,10.90357088,10.89089892,13.10615981,0,1,0.726956472,3.479859
9/21/2000,0.010958967,0.002758634,0.008321857,-0.005555592,0.019257804,0.024828871,0.033244009,0.022039458,-0.002721101,0.013869904,0.025036086,0.002781654,0,-0.008368191,-0.02259983,54.98718868,0.363178,0.302648,0.294499267,11.34579428,45.06744481,10.93016075,10.97087421,11.11707326,13.11985023,0.322580955,0.677419045,0.516128983,3.17721
9/27/2000,0.017291472,0,-0.028655276,-0.036064897,0.020144552,0.025975496,-0.002844964,-0.016949626,-0.025317817,0.020261172,0,0.024897469,0.019257804,0,0,45.02900628,-0.817152,0.211854,0.298328616,11.17425988,-98.21914204,10.84541905,10.83194398,10.70788415,16.08258349,0.75,0.25,0.206690705,2.662707
10/2/2000,0.032986532,-0.024097549,-0.040821967,0.017291472,0.014859174,0.020865123,-0.020438653,-0.014641512,-0.008810568,0.02674742,0.002886016,0.020144552,0.020261172,-0.009022555,-0.018237661,42.08694915,-0.605297,0.332914,0.318844334,10.92866652,-139.1390562,10.7591642,10.63406935,10.25779953,20.76500154,0.745097696,0.254902304,0.101851958,2.329794
10/4/2000,0.017595736,-0.002954224,0.032986532,-0.024097549,0.011628085,0.017493131,0.035297827,0.041303776,0,0.005865046,0.014859174,0.02674742,0.002886016,0,-0.011834505,45.62967964,-0.575033,0.242119,0.304260283,10.72682638,-63.8519335,10.71981985,10.55293066,10.09503353,22.27201126,0.571428459,0.428571541,0.195722965,2.481118
10/10/2000,0.018018479,0.021440316,-0.027482654,-0.035506635,0.011904951,0.03614856,0.023953238,-0.011764792,-0.011764792,0.012195322,0.006042339,0.002919722,0.011628085,0,-0.015456218,44.43637999,-0.242119,0.242119,0.302841615,10.37195716,-65.07396042,10.53217765,10.30173225,9.895091662,26.91096072,0.673913075,0.326086925,0.174342502,2.238999
10/20/2000,0.04831856,-0.003294909,-0.019544567,-0.01282074,0.04431112,0.063919563,0.060624654,0.021910093,-0.009244994,0.003294909,0.013072027,0,0,0,-0.003305801,41.45688748,-0.151325,0.605298,0.289882325,9.775556,-84.6249363,9.9677376,9.784058595,9.384704895,32.39091489,0.636363773,0.363636227,0.060606121,1.694231
10/24/2000,0.022258456,-0.022258456,0.04831856,-0.003294909,0.018809303,0.015649835,0.04121033,0.060818773,0.057523864,0.006289354,0.04431112,0.003294909,0.013072027,-0.006349253,-0.019108834,42.96554154,-0.544768,0.332914,0.28978804,9.745291,-57.83676704,9.8784562,9.703208105,9.292124463,30.24451067,0.609756137,0.390243863,0.220128102,1.694231
10/26/2000,0.01298714,-0.038466224,0.022258456,-0.022258456,0.006472541,0,-0.019169993,-0.022329462,0.003231034,0.006430916,0.018809303,0.006289354,0.04431112,-0.013072027,-0.01298714,40.33702577,-0.726357,0.181589,0.286927239,9.63633736,-93.93309532,9.77252915,9.603478133,9.235711318,29.42029813,0.789473822,0.210526178,0.262723554,1.452112
11/1/2000,0.00941926,0.028802002,0,-0.006472541,0.01246127,0.047552627,0.04431112,0.047552627,0.047552627,0.028802002,0.003231034,0.003241507,0.006472541,-0.003139733,0,47.6481764,0.484238,0.18159,0.26233178,9.139993,11.6583521,9.62725765,9.51282751,9.332426436,25.54553497,0.437499742,0.562500258,0.266203471,1.754761
11/7/2000,0.003091205,0.006211225,0.006250046,-0.003129906,0.009273572,0.003081577,0.015504147,0.018634052,0.018634052,0.01227004,0.00312014,0.006250046,0.01246127,-0.003110435,-0.01242257,50.62678353,0.18159,0.121059,0.232256166,9.256068302,59.66516848,9.57580735,9.562116148,9.655827253,20.50205091,0.15384547,0.84615453,0.794999145,1.875821
11/13/2000,0.019048167,-0.009569489,-0.015748316,-0.01242257,0.031951624,0.00630909,0,-0.006269638,-0.012500213,0.012578729,0,0,0.009273572,0,-0.012739077,47.24781554,0.302649,0.302649,0.230056285,9.92688,6.289190198,9.5107379,9.5739339,9.714988116,17.10139911,0.416667011,0.583332989,0.533832119,1.694231
11/16/2000,0.003231034,-0.003231034,-0.025479083,0.019048167,0,0.006430916,-0.003200016,0.012903457,-0.012739077,0.009630932,0,0.031951624,0.012578729,-0.012903457,-0.003231034,42.14975748,-0.272384,0.12106,0.217648409,9.879424637,-73.16451918,9.5288968,9.533580671,9.527559192,16.68672743,0.782609195,0.217390805,0.312801533,1.452112
11/21/2000,0.012861966,0.009756107,-0.01298714,0.003231034,0.012739077,0.015949365,0.025642534,0.012739077,0.019169993,0,0.003241507,0,0.009630932,-0.012903457,-0.009693169,46.26772282,-0.332914,0.24212,0.210912463,9.784206942,-20.18772357,9.5001452,9.489624567,9.342668192,16.03533436,0.652173851,0.347826149,0.159420019,1.542907
11/27/2000,0.061181202,0.01269853,0,0.012861966,0.039339372,0.067510258,0.077079747,0.077079747,0.080290036,0.006329056,0.006389824,0.012739077,0,0,-0.009569489,64.02101374,0.756622,0.605298,0.229596646,9.230788,230.0944441,9.5652147,9.559522024,9.452351518,15.88319881,0,1,0.439613346,2.269264
11/29/2000,0.006191995,-0.045531367,0.061181202,0.01269853,0.006153789,0,0.006153789,0.034324674,0.043894164,0,0.039339372,0.006329056,0.006389824,-0.006191995,-0.024845997,53.48628123,0.423709,0.121059,0.244755552,9.26952704,90.43116919,9.5969929,9.597569371,9.657314319,16.82925871,0.406249613,0.593750387,0.671950423,1.875821
12/5/2000,0.011799497,0.030122781,0.012307795,-0.003091205,0.008784768,0.014684514,0.044716822,0.053905286,0.056986863,0,0.00607907,0.009188463,0.006153789,-0.011834505,-0.005934759,63.24332744,0.968476,0.211854,0.242613837,9.427862446,178.043133,9.66508885,9.76344969,10.0342851,21.39266387,0.052631808,0.947368192,0.740890224,2.390323
12/7/2000,0.005847994,0,0.011799497,0.030122781,0.005847994,0.01173029,0.008784768,0.014684514,0.044716822,0.005882296,0.008784768,0,0.00607907,-0.002936774,-0.023881729,64.3404934,0.907946,0.090794,0.235751421,9.574241796,142.2688452,9.72561855,9.891570948,10.27072042,22.95989348,0,1,0.929303822,2.450853
12/12/2000,0.002945522,-0.002945522,-0.008784768,0.005847994,0.008810568,-0.011628085,-0.011628085,0.002928272,0.008810568,0,0,0.005847994,0.005882296,0,-0.029327636,61.06487427,0.544768,0.090794,0.226498599,9.79701738,88.97190652,9.83759865,10.03886014,10.43328485,24.49640007,0.166666361,0.833333639,0.882066443,2.360059
12/14/2000,0.002989551,-0.017804696,0.002945522,-0.002945522,0.002989551,-0.0089154,-0.011869623,-0.032308276,-0.032308276,0.011764792,0.008810568,0,0,-0.006005949,-0.017910899,55.75319617,0.363178,0.090794,0.221856139,9.925197198,40.84120896,9.91326085,10.08987803,10.40680241,22.68869104,0.392857354,0.607142646,0.763882822,2.208734
