Date,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,RSI,Momentum,TR,ATR,SAR,CCI,SMA,WMA,HMA,ADX,WPR,pk,pslowD,troughdepth
10/20/2000,-0.01536803,-0.030045178,0.00742709,0.009630893,0,-0.013072082,-0.027043292,-0.006557401,-0.005467482,0.002162163,0.017980389,0.033211408,0.016225342,-0.015469922,-0.008695707,41.87935489,-2.8125,1.25,1.245249549,59.7815785,-193.1179106,58.684375,58.48035714,57.92537879,13.74201242,0.901639344,0.098360656,0.327956681,7.25
10/25/2000,0,0.012834401,0.027279378,-0.01536803,0.023530497,0.009559287,0.028956447,0.036602579,0.023530497,0.010615811,0.011898464,0,0.002162163,-0.004338402,0,53.63967051,0.125,1.625,1.287787267,59.1875,-20.00703765,58.759375,58.44404762,57.73781385,11.80974806,0.232142857,0.767857143,0.437415615,4.9375
10/27/2000,-0.004219416,0.009518845,0,0.012834401,0.009528923,0.008465659,0.026696727,0.012725516,0.032122676,0.011621895,0.023530497,0.010615811,0.011898464,-0.008547061,-0.003193191,54.7793165,1.1875,1.125,1.248780858,56.125,26.19620422,58.7125,58.53571429,58.29162067,10.44334729,0.142857143,0.857142857,0.770654437,4.625
11/2/2000,-0.003241494,-0.004305712,-0.026498636,0.010515344,0.004296462,0.011859977,0.007530966,-0.020159834,-0.007474674,0.008639363,0.005385043,0.01252626,0.009528923,-0.015184674,0,46.81889005,0.375,1.125,1.275950908,56.93596984,-67.38674835,58.478125,58.43660714,58.74829275,11.31695076,0.606060606,0.393939394,0.598605099,6
11/7/2000,-0.02166932,0.005373468,0.004319661,-0.003241494,0.003227544,-0.004287252,0.007547206,0.002150538,0.009714054,0.007458745,0.004319661,0.004296462,0.008639363,-0.016295852,-0.003213715,43.38660269,-1.75,1.25,1.211261532,60.25,-85.92290711,58.290625,58.25327381,58.26916937,11.98413445,0.772727273,0.227272727,0.430976431,6.6875
11/13/2000,-0.020332429,-0.008438869,0,0.041829154,0.009569451,0.004241788,-0.011572986,-0.007380107,0.018153195,0.008465659,0.007295499,0.00732604,0.003227544,-0.012903405,-0.004259857,47.10003978,-1.9375,1.3125,1.294020476,60.0625,-18.38941093,58.434375,58.4764881,58.48044643,9.887659037,0.764705882,0.235294118,0.623192711,5.9375
11/16/2000,-0.024852711,-0.008501645,0.02139119,-0.020332429,0.007579896,-0.008592964,-0.010729717,-0.009661911,-0.014989574,0.007458745,0.022164496,0.009569451,0.008465659,-0.007637789,-0.007514797,44.23143483,-0.625,1.5,1.340707174,59.7625,-97.76704888,58.4125,58.42291667,58.5132684,8.840404056,0.980392157,0.019607843,0.435729847,6.625
11/22/2000,-0.01603455,0.012807005,0.004305712,0.014122994,0.002136753,-0.010615811,0.009651549,0.024852711,0.018309612,0.002109705,0.007514797,0.022715958,0.007579896,-0.011834458,-0.02026736,48.40693086,-1.5,1.1875,1.286049435,59.35573571,-37.01188455,58.45625,58.34464286,58.22372294,7.602429097,0.7,0.3,0.351067538,5.75
11/28/2000,-0.040070331,0.003189795,0.011783746,-0.01603455,0.005282632,-0.003156236,0.013793322,0.014862269,0.002109705,0.00836825,0.007450806,0.002136753,0.002109705,-0.043296806,-0.016949558,42.29278645,-1.25,2.8125,1.387805433,60,-100.5710076,58.25,58.23392857,58.16682089,7.949390752,0.983050847,0.016949153,0.437438795,7.1875
12/1/2000,-0.025401697,-0.016225342,0.029397871,-0.040070331,0.005509656,-0.023888215,-0.006571765,-0.036681567,-0.045120435,0.003213715,0.023733584,0.005282632,0.00836825,-0.017837708,-0.016225342,41.26208779,-1.25,1.75,1.437799212,59.7256,-221.4983713,58.128125,57.92083333,57.60295725,8.568525734,0.929577465,0.070422535,0.285815041,7.875
12/11/2000,-0.004587164,-0.005704522,0,-0.052089337,0.011560822,-0.010291686,-0.010291686,-0.017094433,-0.056966825,0.003407158,0.011312338,0.011236073,0.018289913,-0.00583092,-0.025346979,38.41007186,-4.5,1.1875,1.50410021,57.85827697,-180.9030774,57.2625,56.64196429,55.25046266,13.71911638,0.857142857,0.142857143,0.14876762,9.375
12/19/2000,-0.033863281,-0.014325314,-0.021645867,0.011847204,0.003434462,-0.019242246,-0.058807846,-0.0609607,-0.054488185,0.012256421,0,0.012820688,0.010764367,-0.010374733,-0.013544225,40.92343039,-3.4375,2.375,1.659901884,53.9375,-120.0834327,56.834375,56.38869048,56.17170455,12.47899583,0.816091954,0.183908046,0.586304332,9.3125
12/21/2000,-0.025144182,0.017074974,-0.033863281,-0.014325314,0.001138304,0.004561011,0.007995474,-0.014681235,-0.054246835,0.022599832,0.003434462,0.012256421,0,-0.016073825,-0.001143511,40.60124916,-0.9375,1.375,1.628946012,54,-101.1742152,56.45625,55.99672619,55.80040584,12.59790187,0.896551724,0.103448276,0.339216326,9.75
1/8/2001,0,-0.006013247,-0.05027359,-0.019198783,0.005963047,0.02042113,0.005963047,-0.066691374,-0.063348753,0.013261195,0.008338345,0.006651909,0.015504187,-0.013245227,0,35.370147,-2.1875,1,1.526897334,56.94060274,-153.4652215,55.140625,54.60386905,53.71425325,13.64572815,0.943820225,0.056179775,0.123633055,11.9375
1/12/2001,-0.010607053,0.012979533,0.013150219,0.00240964,0.008269391,-0.012858155,0.008269391,0.040821995,0.016607736,0.003478264,0.004733737,0.021819047,0.005963047,-0.009535233,-0.015213869,41.11297576,-4.0625,1.125,1.436254484,54.99646595,-77.93671435,54.528125,53.72619048,51.96634199,14.75932915,0.704081633,0.295918367,0.25340773,11
1/17/2001,-0.026098753,0.011778699,-0.010607053,0.012979533,0.004694844,0.005872007,0.012964236,-0.008163311,0.012964236,0.00821119,0.008269391,0.003478264,0.004733737,-0.025016194,-0.003539827,39.2322691,-3.875,1.5625,1.399755142,54.22526242,-76.64832513,54.021875,53.39940476,51.86432089,14.93504581,0.826530612,0.173469388,0.323129252,11.75
